slang,formal,In-dictionary,context,category1,category2,category3
ttinggi,tinggi,1,wawawa.....kok rame benar ya.saya sebagai pendidik jadi minder ni mau koment apa...emang problem di pendidikan salah satunya peserta didik yg tdk patuh peraturan .km juga punya jam tersendiri untk mendidik peserta..tp tdk.selayaknya sepenuhnya ank didik diserahkan ke pendidik karena jam lebihbyak dilingkungan keluarga. toh pasti baik buruk siswa bertingkah laku dipengaruhi oleh lingkungan.jd kepad bapak ibu yg mempunyai ank remaja mohon bantuanny ikut berperan aktif..bkn masalah kita di.gaji negara...gaji kami sedikit jam terbang kami ttinggi beda dg pejabat lainya....pada orang tua jangan arogan ...toh bila anak bapak ibu sukses yg nerasakan juga bukan kami...kami bagaikan habis manis sepah dibuang.,elongasi,0,0
perna,pernah,1,"Bener bgt.. Jgn smpe guru guru zaman dahulu yg suka tukang mukul murid d biarkan.. Aku ajah psikis gara2 perna d pukul guru.. Cmn grgr g potong kuku.. Jari2 d pukulin pake penggaris papan kayu yg besar.. Smpe jd bengkak2, ini perubahan bgs dah pemerintah.. Jgn smpe ada ank mengalami nasib sm sperti saya, kasian",zeroisasi,0,0
grgr,gara-gara,1,"Bener bgt.. Jgn smpe guru guru zaman dahulu yg suka tukang mukul murid d biarkan.. Aku ajah psikis gara2 perna d pukul guru.. Cmn grgr g potong kuku.. Jari2 d pukulin pake penggaris papan kayu yg besar.. Smpe jd bengkak2, ini perubahan bgs dah pemerintah.. Jgn smpe ada ank mengalami nasib sm sperti saya, kasian",abreviasi,0,0
jari2,jari-jari,1,"Bener bgt.. Jgn smpe guru guru zaman dahulu yg suka tukang mukul murid d biarkan.. Aku ajah psikis gara2 perna d pukul guru.. Cmn grgr g potong kuku.. Jari2 d pukulin pake penggaris papan kayu yg besar.. Smpe jd bengkak2, ini perubahan bgs dah pemerintah.. Jgn smpe ada ank mengalami nasib sm sperti saya, kasian",reduplikasi,0,0
pukulin,pukuli,0,"Bener bgt.. Jgn smpe guru guru zaman dahulu yg suka tukang mukul murid d biarkan.. Aku ajah psikis gara2 perna d pukul guru.. Cmn grgr g potong kuku.. Jari2 d pukulin pake penggaris papan kayu yg besar.. Smpe jd bengkak2, ini perubahan bgs dah pemerintah.. Jgn smpe ada ank mengalami nasib sm sperti saya, kasian",afiksasi,0,0
bengkak2,bengkak-bengkak,0,"Bener bgt.. Jgn smpe guru guru zaman dahulu yg suka tukang mukul murid d biarkan.. Aku ajah psikis gara2 perna d pukul guru.. Cmn grgr g potong kuku.. Jari2 d pukulin pake penggaris papan kayu yg besar.. Smpe jd bengkak2, ini perubahan bgs dah pemerintah.. Jgn smpe ada ank mengalami nasib sm sperti saya, kasian",reduplikasi,0,0
bijak2,bijak-bijak,0,Klo g mau d komentarin jgn d jd guru pak/bu.. Bijak2 lah dlm menyikapi,reduplikasi,0,0
lama2,lama-lama,1,"Dan tanya sama teman anda yang dulu pernah dihukum keras oleh guru anda,apa semua jadi orang sukses???Ga kan ??!!! Kesuksesan ga diukur dari sistem hukuman broo,yang ada menimbulkan psikologis kekerasaan juga yg lama2 menjamur dan traumatik awal pada anak,ingat..yg dihukum anak masih dalam tahap pertumbuhan..Guru juga harus diberi pelajaran seperti ini biar tidak seenaknya melukai anak orang,kalo tidak mau nerima resiko ketemu anak nakal..ya GA USAH JADI GURU! @usamahsams",reduplikasi,0,0
menurur,menurut,1,Menurur saya ada tipe2 cara untuk mendidik anak. Ada anak yang hanya delikan mata bisa tahu kalo dia berbuat salah,salah ketik,0,0
tipe2,tipe-tipe,0,Menurur saya ada tipe2 cara untuk mendidik anak. Ada anak yang hanya delikan mata bisa tahu kalo dia berbuat salah,reduplikasi,0,0
diliat,dilihat,0,ada yang perlu teguran suara  keras hingga teguran fisik. Dan sifat anak pun bisa berbeda di rumah maupun di sekolah. Ada yang pasif di sekolah dan aktif di rumah begitu juga sebaliknya.  Tapi ingat..zaman dulu perkembangan informasi tidak terbuka dan luas seperti sekarang. Resapan informasi dari luar mudah sekali dijangkau. Dulu dengan teguran guru kita takut. Sekarang banyak anak2 dengan mudah menjawab bahkan mengancam dari hasil teguran guru dan mudahnya memutar-balikan fakta dari apa yang terjadi di sekolah. Hal ini bisa dipraktekan oleh anak2 bisa melalui film atau sinetron. Bisa diliat juga kan perbedaan sinetron atau film dulu dan sekarang? Jadi liatlah tipe anak juga. Teguran fisik mungkin bisa jadi luapan kesabaran dari teguran2 yg tidak diindahkan oleh anak berkali-kali. Buatlah koordinasi kerjasama antara orang tua dan guru. Zaman sekarang banyak orang tua sibuk dengan pekerjaan dan menyerahkan pendidikan kepada guru. Padahal pendidikan akarnya dari keluarga. Jadi  yang terpenting adalah sikap kooperatif dan kerjasama antara guru-orangtua agar tidak sampai terjadi teguran fisik. Dan orang tua pun harus memperhatikan sifat dan sikap anaknya baik diluar maupun di dalam rumah. Itu saja seh menurut saya?,zeroisasi,0,0
liatlah,lihatlah,0,ada yang perlu teguran suara  keras hingga teguran fisik. Dan sifat anak pun bisa berbeda di rumah maupun di sekolah. Ada yang pasif di sekolah dan aktif di rumah begitu juga sebaliknya.  Tapi ingat..zaman dulu perkembangan informasi tidak terbuka dan luas seperti sekarang. Resapan informasi dari luar mudah sekali dijangkau. Dulu dengan teguran guru kita takut. Sekarang banyak anak2 dengan mudah menjawab bahkan mengancam dari hasil teguran guru dan mudahnya memutar-balikan fakta dari apa yang terjadi di sekolah. Hal ini bisa dipraktekan oleh anak2 bisa melalui film atau sinetron. Bisa diliat juga kan perbedaan sinetron atau film dulu dan sekarang? Jadi liatlah tipe anak juga. Teguran fisik mungkin bisa jadi luapan kesabaran dari teguran2 yg tidak diindahkan oleh anak berkali-kali. Buatlah koordinasi kerjasama antara orang tua dan guru. Zaman sekarang banyak orang tua sibuk dengan pekerjaan dan menyerahkan pendidikan kepada guru. Padahal pendidikan akarnya dari keluarga. Jadi  yang terpenting adalah sikap kooperatif dan kerjasama antara guru-orangtua agar tidak sampai terjadi teguran fisik. Dan orang tua pun harus memperhatikan sifat dan sikap anaknya baik diluar maupun di dalam rumah. Itu saja seh menurut saya?,zeroisasi,0,0
teguran2,teguran-teguran,0,ada yang perlu teguran suara  keras hingga teguran fisik. Dan sifat anak pun bisa berbeda di rumah maupun di sekolah. Ada yang pasif di sekolah dan aktif di rumah begitu juga sebaliknya.  Tapi ingat..zaman dulu perkembangan informasi tidak terbuka dan luas seperti sekarang. Resapan informasi dari luar mudah sekali dijangkau. Dulu dengan teguran guru kita takut. Sekarang banyak anak2 dengan mudah menjawab bahkan mengancam dari hasil teguran guru dan mudahnya memutar-balikan fakta dari apa yang terjadi di sekolah. Hal ini bisa dipraktekan oleh anak2 bisa melalui film atau sinetron. Bisa diliat juga kan perbedaan sinetron atau film dulu dan sekarang? Jadi liatlah tipe anak juga. Teguran fisik mungkin bisa jadi luapan kesabaran dari teguran2 yg tidak diindahkan oleh anak berkali-kali. Buatlah koordinasi kerjasama antara orang tua dan guru. Zaman sekarang banyak orang tua sibuk dengan pekerjaan dan menyerahkan pendidikan kepada guru. Padahal pendidikan akarnya dari keluarga. Jadi  yang terpenting adalah sikap kooperatif dan kerjasama antara guru-orangtua agar tidak sampai terjadi teguran fisik. Dan orang tua pun harus memperhatikan sifat dan sikap anaknya baik diluar maupun di dalam rumah. Itu saja seh menurut saya?,reduplikasi,0,0
gr2,gara-gara,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,abreviasi,reduplikasi,0
gamau,enggak mau,0,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,akronim,0,0
skolah,sekolah,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,zeroisasi,0,0
pdahal,padahal,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,abreviasi,0,0
klas,kelas,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,zeroisasi,0,0
tkut,takut,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,abreviasi,0,0
grunya,gurunya,0,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,abreviasi,0,0
pndah,pindah,1,anak tetangga aku gr2 d cubit skrg gamau masuk skolah .. pdahal msh klas 1 sd .. krena tkut sama grunya .. dan akhirnya skrg pndah skolah tuh bocah nya ..,abreviasi,0,0
liat2,lihat-lihat,0,"@danlee48 saya tdk mengatakan harus dengan kekerasan. Hukuman bs diberikan dengan beberapa tahapan. Saya setuju dengan @noniirma hrs nya sikap ortu juga kooperatif dlm hal ini. Kenapa harus periksakan kejiwaan saya? Situ udh punya anak atau belum? Belum ngerasain juga kan? Tp ya dlm hal ini pendapat saya dan Anda jauh bersebrangan. Sepertinya Anda org yg lembut dan saya middle bs ke keras dan bs lembut. Kok tak liat2 dari fotonya Anda wajah harimau tp hati hello kitty. Ga asyik lah anak dicubit kok sampai masukin org ke penjara. Dodol hukum negara ini, koruptor malah dilindungin, guru yg juga manusia trs status ekonomi pas pasan, tanggung jawab gede, jagain anak org malah error dikit masuk penjara. Kasiaannn kmu bu,, moga Allah SWT memberikan hidayah buat yg miring2 jd lurus dech !! Salam Indonesia Lebih Baek !!!",zeroisasi,reduplikasi,0
dilindungin,dilindungi,0,"@danlee48 saya tdk mengatakan harus dengan kekerasan. Hukuman bs diberikan dengan beberapa tahapan. Saya setuju dengan @noniirma hrs nya sikap ortu juga kooperatif dlm hal ini. Kenapa harus periksakan kejiwaan saya? Situ udh punya anak atau belum? Belum ngerasain juga kan? Tp ya dlm hal ini pendapat saya dan Anda jauh bersebrangan. Sepertinya Anda org yg lembut dan saya middle bs ke keras dan bs lembut. Kok tak liat2 dari fotonya Anda wajah harimau tp hati hello kitty. Ga asyik lah anak dicubit kok sampai masukin org ke penjara. Dodol hukum negara ini, koruptor malah dilindungin, guru yg juga manusia trs status ekonomi pas pasan, tanggung jawab gede, jagain anak org malah error dikit masuk penjara. Kasiaannn kmu bu,, moga Allah SWT memberikan hidayah buat yg miring2 jd lurus dech !! Salam Indonesia Lebih Baek !!!",afiksasi,0,0
kasiaannn,kasihan,1,"@danlee48 saya tdk mengatakan harus dengan kekerasan. Hukuman bs diberikan dengan beberapa tahapan. Saya setuju dengan @noniirma hrs nya sikap ortu juga kooperatif dlm hal ini. Kenapa harus periksakan kejiwaan saya? Situ udh punya anak atau belum? Belum ngerasain juga kan? Tp ya dlm hal ini pendapat saya dan Anda jauh bersebrangan. Sepertinya Anda org yg lembut dan saya middle bs ke keras dan bs lembut. Kok tak liat2 dari fotonya Anda wajah harimau tp hati hello kitty. Ga asyik lah anak dicubit kok sampai masukin org ke penjara. Dodol hukum negara ini, koruptor malah dilindungin, guru yg juga manusia trs status ekonomi pas pasan, tanggung jawab gede, jagain anak org malah error dikit masuk penjara. Kasiaannn kmu bu,, moga Allah SWT memberikan hidayah buat yg miring2 jd lurus dech !! Salam Indonesia Lebih Baek !!!",elongasi,zeroisasi,0
miring2,miring-miring,0,"@danlee48 saya tdk mengatakan harus dengan kekerasan. Hukuman bs diberikan dengan beberapa tahapan. Saya setuju dengan @noniirma hrs nya sikap ortu juga kooperatif dlm hal ini. Kenapa harus periksakan kejiwaan saya? Situ udh punya anak atau belum? Belum ngerasain juga kan? Tp ya dlm hal ini pendapat saya dan Anda jauh bersebrangan. Sepertinya Anda org yg lembut dan saya middle bs ke keras dan bs lembut. Kok tak liat2 dari fotonya Anda wajah harimau tp hati hello kitty. Ga asyik lah anak dicubit kok sampai masukin org ke penjara. Dodol hukum negara ini, koruptor malah dilindungin, guru yg juga manusia trs status ekonomi pas pasan, tanggung jawab gede, jagain anak org malah error dikit masuk penjara. Kasiaannn kmu bu,, moga Allah SWT memberikan hidayah buat yg miring2 jd lurus dech !! Salam Indonesia Lebih Baek !!!",reduplikasi,0,0
tinggalin,tinggalkan,0,kasih pr ajja yg banyak buguru.. tinggalin kelas yang ga mau di atur..!!! :V,afiksasi,0,0
kaitannha,kaitannya,0,"@danlee48 ada yg sakit hati nie hehe ISIS? tau apa kmu soal isis? Ah ga percaya saya klo Anda udh punya anak. Pengalaman hidup dan lingkungan itu ksh pengaruh besar seseorang dlm berpendapat atas suatu kasus mas. Kaitannha ama koruptor ya soal hukuman yg diberikan pd ibu Guru itu. Ya sud, silahkan mas Danlee yg pinter dgn pendapatnya.",abreviasi,0,0
sud,sudah,1,"@danlee48 ada yg sakit hati nie hehe ISIS? tau apa kmu soal isis? Ah ga percaya saya klo Anda udh punya anak. Pengalaman hidup dan lingkungan itu ksh pengaruh besar seseorang dlm berpendapat atas suatu kasus mas. Kaitannha ama koruptor ya soal hukuman yg diberikan pd ibu Guru itu. Ya sud, silahkan mas Danlee yg pinter dgn pendapatnya.",abreviasi,0,0
pinter,pintar,1,"@danlee48 ada yg sakit hati nie hehe ISIS? tau apa kmu soal isis? Ah ga percaya saya klo Anda udh punya anak. Pengalaman hidup dan lingkungan itu ksh pengaruh besar seseorang dlm berpendapat atas suatu kasus mas. Kaitannha ama koruptor ya soal hukuman yg diberikan pd ibu Guru itu. Ya sud, silahkan mas Danlee yg pinter dgn pendapatnya.",modifikasi vokal,0,0
rana,ranah,1,"@usamahsams ,saya ga sakit hati hahaha cuman saya mencotohkan sikap anda yg kurang dewasa dalam beropini sehingga masuk ke rana pribadi saya,tolong fokus ke pokok masalah kalo sedang beropini,jangan mencla mencle kesana kesini sampw masuk rana pribadi,jelas terbukti anda yang sakit hati hahaha,yang saya tau tentang ISIS adalah mereka melegalkan kekerasaan terhadap ANAK,WANITA,dan ORANG TUA..STOP VIOLENCE..apapun bentuk dan alasannya Bung @usamahsams",zeroisasi,0,0
thdp,terhadap,1,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
scr,secara,1,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
bhkn,bahkan,1,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,abreviasi,0,0
justeru,justru,1,Apapun profesi kita...seyogyanya menghindari kekerasan thdp anak...senakal apapun anak...dan apapun kenakalannya...kita perlu aware knp anak tsb nakal...anak nakal adalah stigma yg terkadang menyesatkan...bisa jadi krn salah pola asuh atau lingkungan...tentu bukan salah anak scr mutlak bukan...saya pernah mengajar yg 1 kelas anaknya super duper nakal...hampir semua tdk bisa mengatasi...akhirnya saya tertantang utk memegang kelas tsb...hasilnya adalah...yg tadinya liar...mrk bisa saya kontrol...kuncinya adalah tulus dan sabar...pdhl ada yg kurang ajar bhkn provokator utk mnyerang saya spy tdk betah di kelas mrk...yg penting kita ikhlas dan jgn membuat tembok kpd mrk...hasilnya mencengangkan...bahkan mrk akhirnya mau terbuka knp mrk nakal dll...dari situ saya justeru bisa membantu menolong sbg tempat share dan terapi...mengarahkan mereka...boleh percaya atau tidak...saya hanya butuh waktu 2 hari utk menakhlukan mereka...yg penting hati kita adem...aura pasti sampai pada mereka klo kita t,anaptiksis,0,0
ngatai,mengatai,1,Angeli dak sopan ngatai fatin?,afiksasi,0,0
kln,kalian,1,Kln sukak kali kayaknya banggai fatin,abreviasi,0,0
sukak,suka,1,Kln sukak kali kayaknya banggai fatin,anaptiksis,0,0
termuraaahhhh,termurah,1,Koleksi Softlens termuraaahhhh? cek,elongasi,0,0
brkunjun,berkunjung,1,"Terimah kasih fatin,,,udh brkunjun d kab.Kepulauan aru.",abreviasi,0,0
suarranya,suaranya,0,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",elongasi,0,0
"bner""",benar-benar,1,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",reduplikasi,modifikasi vokal,abreviasi
iu,itu,1,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,0,0
bgussss,bagus,1,"Ka fatin suarranya terbuat dri apa sihh bagus bgt apa lagi Klo nyanyi kaulah kamuku feat ka mikha ya allah bner"" suarranya iu bgussss",abreviasi,elongasi,0
kmaren,kemarin,1,Kmaren mbak fatin saya ambilin tiket mobil nya pas mau ke LSPR..,abreviasi,modifikasi vokal,0
ambilin,mengambil,1,Kmaren mbak fatin saya ambilin tiket mobil nya pas mau ke LSPR..,afiksasi,0,0
biasaaaa,biasa,1,@eviwlan luar biasaaaa,elongasi,0,0
luuuaar,luar,1,"Caca..kamu luuuaar biasa,seoarang anak yg berbakti,pepatah jawa mikul duwur mendem njero..disaat ortu tidak berdaya kau selalu hadir dg kasih..",elongasi,0,0
redho,ridho,1,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",modifikasi vokal,0,0
rezki,rezeki,1,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",zeroisasi,0,0
kepd,kepada,1,"Marshanda yg perlu diingat orang tua itu segalanya,,,hidup kita tampa ridho org tua tiada artinya,,Allah redho apabila kita sayang kepada orang tua ,dan rezki akan terbuka luas ,,nice caca cermin anak muda masa kini yg sayang kepd org tua,,,Insya Allah saat tuanya caca nanti anak caca akan sayang pada caca,,,",abreviasi,0,0
luaarrr,luar,1,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,elongasi,0,0
biasaaa,biasa,1,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,elongasi,0,0
jadilh,jadilah,0,Luaarrr biasaaa kaka @marshanda99 ..jadilh artis panutan dan inspirasi org** yg malu terhadap org tua na sendiri...,abreviasi,0,0
bnr,benar,1,@auliaoktaviyani kata2nya ul bnr anget,abreviasi,0,0
terhaaru,terharu,1,Terhaaru,elongasi,0,0
orrunya,orang tuanya,0,Selalu ingat Allah dan berbakti kepada orrunya kak,akronim,salah ketik,0
flm,film,1,Follback ka aku ngfans bgt ama kka dri flm bidadari ampe skrang @marshanda99,abreviasi,0,0
kalok,kalo,1,"pake ganteng mb,,kalok adek2 mu,,mirip ibumu jd beda sndri dr km,,km cantik mancung",anaptiksis,0,0
adek2,adek-adek,0,"pake ganteng mb,,kalok adek2 mu,,mirip ibumu jd beda sndri dr km,,km cantik mancung",reduplikasi,0,0
loncatt,loncat,1,Tteh knpa gak loncatt aja????,elongasi,0,0
hampasss,hempas,1,Hampasss Datang Lagiii Cantiiik @princessyahrini,elongasi,modifikasi vokal,0
tehh,teh,1,cantikk tehh ?,elongasi,0,0
bunga2,bunga-bunga,0,@shiena_handmade ini een bunga2 haha,reduplikasi,0,0
apaaan,apaan,1,?????? Apaaan lagiii ini ampuuunn daaah ???,elongasi,0,0
ampuuunn,ampun,1,?????? Apaaan lagiii ini ampuuunn daaah ???,elongasi,0,0
daaah,dah,1,?????? Apaaan lagiii ini ampuuunn daaah ???,elongasi,0,0
bangetttttt,banget,1,Kak syahrini cantik bangetttttt:-D,elongasi,0,0
ituh,itu,1,Bobo seperti ituh-_-,anaptiksis,0,0
cantiiikk,cantik,1,Cantikk cantikk cantiiikk :),elongasi,0,0
suaranyaaaaaa,suaranya,0,Kereen suaranyaaaaaa,elongasi,0,0
idoolaaa,idola,1,Bener2 idoolaaa,elongasi,0,0
pulaa,pula,1,"Yampun taraaaaa, udah aktingnya paling bisa bgt, suaranya oke pake bangettt pulaa ckck... kalah sama penyanyi2 beneran yg terkadang hanyalah aji mumpung hahaha",elongasi,0,0
penyanyi2,penyanyi-penyanyi,0,"Yampun taraaaaa, udah aktingnya paling bisa bgt, suaranya oke pake bangettt pulaa ckck... kalah sama penyanyi2 beneran yg terkadang hanyalah aji mumpung hahaha",reduplikasi,0,0
wiih,wih,1,@heyhanata @bosmaltal @rizqyajuwita wiih iyaa demi apaa miriip euy ? wkwkwk,elongasi,0,0
apaa,apa,1,@heyhanata @bosmaltal @rizqyajuwita wiih iyaa demi apaa miriip euy ? wkwkwk,elongasi,0,0
miriip,mirip,1,@heyhanata @bosmaltal @rizqyajuwita wiih iyaa demi apaa miriip euy ? wkwkwk,elongasi,0,0
allaahh,allah,1,Lahh iya ada @aassetya ?? masya allaahh @haliaisyah @dwipratiwiw @ifa_alfahrezi,elongasi,0,0
ajahhh,saja,1,FOLLOWERSSS CUMA5RIBUAN AJAHHH JOOX VIPPP 10RIBUA AJAAA ????,elongasi,zeroisasi,anaptiksis
trims,terima kasih,1,kunjungi@beautyperfectHerbal yang mau turun berat badan nya 3-15kg konsultasikan sekarang juga pin.bbm.com/5CE1D1BB WA:089625237492  trims banyak yah ^_^,akronim,0,0
dehat,sehat,1,Hbd @septriasaacha semoga panjang umur dilimpahkan rezekinya & dehat selalu aminnnnn,salah ketik,0,0
salammmm,salam,1,"Salammmm @septriasaacha wishing u Happy Birthday ya, semoga hari ni menjadi hari2 yg lebih baik dari sebelum, sihat walafiat selalu di samping keluarga, bertambah rezeki dan sukses dan  di berkati dilindungi Allah swt.., Aminnn ????????",elongasi,0,0
hari2,hari-hari,0,"Salammmm @septriasaacha wishing u Happy Birthday ya, semoga hari ni menjadi hari2 yg lebih baik dari sebelum, sihat walafiat selalu di samping keluarga, bertambah rezeki dan sukses dan  di berkati dilindungi Allah swt.., Aminnn ????????",reduplikasi,0,0
sihat,sehat,1,"Salammmm @septriasaacha wishing u Happy Birthday ya, semoga hari ni menjadi hari2 yg lebih baik dari sebelum, sihat walafiat selalu di samping keluarga, bertambah rezeki dan sukses dan  di berkati dilindungi Allah swt.., Aminnn ????????",modifikasi vokal,0,0
buruann,buruan,1,MENJUAL SEPATU DAN SENDAL DENGAN HARGA DI BAWAH 90.000 LHOOO .... ?????????????????YUK BURUANN D FOLOW IG KITA SIST ... ?????,elongasi,0,0
rekomendain,rekomendasikan,0,"Ajaib produknya ka , banyak orang yg bilang ke aku muka aku lebih bersih dan putih garagara produk MASKER JERAWAT daril@DR_BEAUTY_FASHION yg di rekomendain kaka , makasih ya ka.",afiksasi,salah ketik,0
trussss,terus,1,Happy birthday kak .. Sukses trussss,zeroisasi,elongasi,0
bangt,banget,1,"Ingin punya rambut bagus seperti artis awkarin,aisyah aqilah,rasyifap,salsabila dll??? Yuk mampir ada MASKER MURAH !!! Masker nya biasa dipakai di salon dan sering dipakai artis lohh ! Kualitas terjamin ! Merk berkualitas,merk masker makarizo terjamin bangt kualitasnya !! Ada juga vitamin rambut yang murah loh ??",abreviasi,0,0
cepet,cepat,1,"Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @) BETIS BESAR? KAYA TUKANG BECAK? GA COCOK DEH SIS. KINI ADA ALAT AJAIB DARI@bigbreastnatural SEKARANG BETIS AKU SUDAH GA BESAR LAGI LOH, MALAH PAYUDARA YANG JADI BESAR HEHEHEHE KARNA ALATNYA MULTIFUNGSI BANGET SIS. CEPET PESEN KESINI BBM : 5B8BE79E. LINE: @ZHB0594N (PAKAI @)",modifikasi vokal,0,0
pesen,pesan,1,"Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @) BETIS BESAR? KAYA TUKANG BECAK? GA COCOK DEH SIS. KINI ADA ALAT AJAIB DARI@bigbreastnatural SEKARANG BETIS AKU SUDAH GA BESAR LAGI LOH, MALAH PAYUDARA YANG JADI BESAR HEHEHEHE KARNA ALATNYA MULTIFUNGSI BANGET SIS. CEPET PESEN KESINI BBM : 5B8BE79E. LINE: @ZHB0594N (PAKAI @)",modifikasi vokal,0,0
boong,bohong,1,Kayak cita sendiri pernah boong soal statusnya ya.,zeroisasi,0,0
